X,Y,OBJECTID,REQUESTAPPROVALSTATUS,REQUESTCOMPLETEDNOTE,REQUESTTYPENOTE,DATESUBMITTED,ADDRESS_OR_LOCATION_OF_CALL,ADDRESS,SD,SPA,CITY,LESSTHAN5PEH,POSSIBLEDWELLERS,COLLABORATORDATEAVAILABILITY,REQUESTCOMPLETEDSTATUS,AMOUNTDEBRISREMOVEDINT,REQUESTCOMPLETEDDATE,GLOBALID
-117.745362111075,34.1222747848627,3176,Request Completed,02/07/25,Immediate Action,2025/01/29 17:59:00+00,"1537 State Route 30 Claremont, CA, 91711","The PEH encampment is in Live Oak Spreading Grounds. The PEH is living inside the 42"" CMP pipe, which is a VHFHSZ.",5,SPA 3,Unincorporated - La Verne,yes,1,,yes,0,2025/02/07 20:00:00+00,d821c957-8ff8-4b6d-8c05-0ad783e48660
-117.904330637946,33.9930695986165,3178,Request Completed,02/07/25,Immediate Action,2025/01/30 19:21:00+00,"1330 Fullerton Road, Rowland Heights","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 1/31/25.",1,SPA 3,City of Industry,yes,2,,yes,20,2025/02/07 20:00:00+00,60ac85c0-caa8-4f43-818a-755758288726
-118.393547993853,34.1505392779574,3179,Request Completed,02/06/25,Immediate Action,2025/01/30 19:36:00+00,"11959 Moorpark St, Valley Village, CA, 91607","Tujunga Wash, right (south) bank, between Laurel Canyon Blvd. and Moorpark St. next to Moorpark Park",5,SPA 2,Los Angeles - Studio City,yes,2,2025/02/06 16:00:00+00,yes,8,2025/02/06 20:00:00+00,1814b048-017b-42af-9a86-d067fbabfdd4
-118.445370406743,34.1563459477166,3180,Request Completed,02/06/25,Immediate Action,2025/01/30 20:45:00+00,"14341 West Valleyheart Drive, Sherman Oaks, CA, 91423","LA River, left (north) bank, upstream (west) of Tyrone Ave. ",3,SPA 2,Los Angeles - Sherman Oaks,yes,2,2025/02/06 16:00:00+00,yes,5,2025/02/06 20:00:00+00,4ece460e-af56-409c-b8ab-0b99731e5472
-117.903373128327,34.1004657682596,3181,Request Completed,02/07/25,Immediate Action,2025/01/30 21:43:00+00,"1169 North Armel Drive, Covina, CA, 91722",N/A,1,SPA 3,City of Covina,yes,2,,yes,10,2025/02/07 20:00:00+00,b6b304d5-22e6-49f0-89a2-63db2963dce4
-118.08104110578,34.1295735511098,3182,Request Completed,05/29/25,Full Encampment Protocol,2025/01/31 17:44:00+00,"3425 Huntington Drive, Pasadena, CA, 91107",Eaton Wash Under Bridge At Huntington Drive,5,SPA 3,Unincorporated - East Pasadena,no,5,2025/05/27 15:00:00+00,yes,20,2025/05/29 19:00:00+00,fcad3d8d-98f2-4930-b23e-6132d3f372dd
-118.16553302464,34.0214118782309,3183,Request Completed,04/15/25,Full Encampment Protocol,2025/02/03 16:32:00+00,"922 South Fetterly Avenue, Los Angeles, CA, 90022",Parking lot behind 4762 Whittier blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/05/13 15:00:00+00,yes,15,2025/04/15 19:00:00+00,1cd1ca98-3d27-4625-873f-722624c8cdf5
-118.155592365047,34.0196525948208,3184,Request Completed,05/13/25,Full Encampment Protocol,2025/02/03 16:51:00+00,"908 South Hillview Avenue, Los Angeles, CA, 90022",East side Hillview at Whittier blvd. ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/05/13 15:00:00+00,yes,40,2025/05/13 19:00:00+00,39728963-9693-473e-bc8f-369af5433538
-118.163659946958,34.0211937437518,3185,Request Completed,04/29/25,Full Encampment Protocol,2025/02/03 17:09:00+00,"925 South Ferris Avenue, Los Angeles, CA, 90022",Alley behind 4832 Whittier Blvd xst S. Ferris,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/05/13 15:00:00+00,yes,0,2025/04/29 19:00:00+00,67fcfc8d-2c1c-4a41-9845-8881bb876364
-118.164770907652,34.0358778902839,3186,Request Completed,04/24/25,Full Encampment Protocol,2025/02/04 16:28:00+00,"137 South Dangler Avenue, Los Angeles, CA, 90022",North side E. Gleason St between Dangler Ave and S. Kern Ave.,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/05/13 15:00:00+00,yes,0,2025/04/24 19:00:00+00,5a69909b-40c1-44d3-bed4-4e9db3c8251a
-118.178767546815,34.0138717022805,3187,Request Completed,06/20/25,Non-Displacement,2025/02/04 16:48:00+00,"1430 South Sunol Drive, Los Angeles, CA, 90023",Northeast corner S. Sunol Dr. and Lovett St.,1,SPA 7,Unincorporated - East Los Angeles,no,6,2025/05/13 15:00:00+00,yes,5,2025/06/20 19:00:00+00,3ce5bf53-6119-404b-bf82-2772ce5a06c1
-118.254280014959,33.9294680039845,3188,Request Completed,,Full Encampment Protocol,2025/02/04 18:04:00+00,"1139 Imperial Hwy, Los Angeles, CA, 90059",Compton Creek from Imperial Hwy north side to Mckinley Ave. PEH Encampments are blocking the channel maintenance access roads right of way. Trash & debris is accumulating on the channel's invert area.,2,SPA 6,Los Angeles - Century Palms/Cove,no,8,2025/05/28 15:00:00+00,yes,160,2025/05/29 19:00:00+00,09d1bc31-272f-44b3-9678-67a86e629c65
-118.083266013951,33.9764588231785,3191,Request Completed,02/13/25,Immediate Action,2025/02/04 20:38:00+00,"9795 Washington Boulevard Pico Rivera, CA, 90660","San Gabriel River Channel- San Gabriel River Parkway to Firestone Blvd. 
PEH individuals are located inside the Departments FCD control house buildings at seven of the rubber dams locations. PEH encampments, trash & debris are blocking access to the control house's and blocking the channel's maintenance access roads right of way for emergency vehicles, and LA County staff to access.  ",4,SPA 7,City of Pico Rivera,no,25,2025/02/13 16:00:00+00,yes,50,2025/02/13 20:00:00+00,cc406c6f-3327-4907-aedc-eda3bcc0ebb7
-118.201784960498,33.8459216864566,3192,Request Completed,02/19/25,Full Encampment Protocol,2025/02/04 21:54:00+00,"4951 Oregon Avenue, Long Beach, CA, 90805","Dominguez  Gap Wetlands- east of the Los Angeles River & South of Del Amo Blvd to the Rail road tracks north of Dot Caltrans I-405 Freeway. This is a landscaped area, PEH Encampments are located within the landscape vegetation & tree side slope areas. ",4,SPA 8,City of Long Beach,no,10,2025/02/18 15:30:00+00,yes,160,2025/02/19 20:00:00+00,898ce6e0-9f36-482f-8946-425f0d3c9d56
-117.937863314273,34.0364178147562,3193,Request Completed,04/24/25,Full Encampment Protocol,2025/02/05 19:47:00+00,"15905 Amar Road, La Puente, CA, 91744",East side Greycliff Ave at Amar Rd. ,1,SPA 3,Unincorporated - Valinda,yes,4,2025/05/06 14:31:00+00,yes,0,2025/04/24 19:00:00+00,36963353-79c1-4a6e-a2f4-15c04a0379f9
-118.176145870331,34.0184240788486,3194,Request Completed,03/11/25,Full Encampment Protocol,2025/02/06 19:10:00+00,"4422 East Olympic Boulevard, Los Angeles, CA, 90023",Telegraph at Marianna,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/03/11 15:00:00+00,yes,30,2025/03/11 19:00:00+00,3b68929e-8afe-4b30-b36e-5eb2bc0e8dea
-118.002734923498,34.0527133447593,3195,Request Completed,04/24/25,Full Encampment Protocol,2025/02/11 18:28:00+00,"13003 East Arillo St, La Puente, CA, 91746",Alley behind 13003 Arillo st. ,1,SPA 3,Unincorporated - Avocado Heights,yes,1,2025/05/06 14:23:00+00,yes,0,2025/04/24 19:00:00+00,875f5c54-c6fb-4d63-8781-44c7a825b3f1
-118.39579222807,34.1465820432661,3196,Request Completed,03/05/25,Full Encampment Protocol,2025/02/11 19:55:00+00,"12095 Valleyheart Drive, Studio City, CA, 91604","LA River, left (north) bank, downstream (east) of Laurel Canyon Blvd",5,SPA 2,Los Angeles - Studio City,yes,1,2025/03/05 16:00:00+00,yes,1,2025/03/05 20:00:00+00,198cbba6-97b9-4df0-8968-a90f208a2a43
-118.150403401942,34.034340686963,3197,Request Completed,03/18/25,Full Encampment Protocol,2025/02/11 20:26:00+00,"5321 Fernfield Drive, Los Angeles, CA, 90022",6321 Fernfield Dr xst Hillview Av. at dead end.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/03/18 15:00:00+00,yes,15,2025/03/18 19:00:00+00,36e40089-fe21-460c-973b-5619f3c9a1a9
-118.151185566118,34.0296275455664,3198,Request Completed,06/17/25,Non-Displacement,2025/02/11 20:53:00+00,"5319 Via Corona, Los Angeles, CA, 90022",5312 E. Beverly Blvd xst Hillview Av,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/06/17 15:00:00+00,yes,10,2025/06/17 19:00:00+00,0e3102e4-1dad-4a34-8fba-79a659bd3529
-118.43924861411,34.268466727836,3199,Request Completed,03/03/25,Full Encampment Protocol,2025/02/11 21:37:00+00,"Haddon Ave & Del Sur St, Pacoima, CA, 91331, USA","Pacoima Wash, both banks, downstream (south) of Haddon Ave",3,SPA 2,Los Angeles - Pacoima,no,6,2025/03/03 16:00:00+00,yes,4,2025/03/03 20:00:00+00,9cf4b4b8-5c38-402d-9e9e-d549f3ae7553
-118.43844075236,34.211070512746,3200,Request Completed,03/07/25,Full Encampment Protocol,2025/02/11 23:15:00+00,"13972 Saticoy St, Panorama City, CA, 91402","Project 85 Channel, left (east) bank, far upstream (west/northwest) of Woodman Ave.",3,SPA 2,Los Angeles - Panorama City,yes,2,2025/03/04 16:00:00+00,yes,4,2025/03/07 20:00:00+00,c54129e8-f8e5-4c42-ab07-01354a756ba8
-118.35490332941,33.9889965381876,3201,Request Completed,05/02/25,Non-Displacement,2025/02/12 18:46:00+00,"4523 West Slauson Avenue, Los Angeles, CA, 90043",Northeastern corner of Slauson ave and overhill. ,2,SPA 6,Unincorporated - View Park/Windsor Hills,yes,1,2025/05/02 23:07:00+00,prev_approved_activity_not_required,0,2025/05/02 19:00:00+00,c30b8d7d-393e-466b-af70-ae01a6ac63f2
-118.166359718968,34.7377832799906,3202,Request Completed,02/13/26,Full Encampment Protocol,2025/11/01 19:00:00+00,"20th St West, Lancaster, CA","20th St Between Ave G and Ave F, including private parcel between Ave F, Ave F-8, 20th St West, and 10th St West

DO NOT OUTREACH UNTIL FURTHER NOTICE, PLEASE REACH OUT TO CEO-HI VANESSA GUILLEN BEFORE PERFORMING ANY OUTREACH.",5,SPA 1,Unincorporated - North Lancaster,no,20,2026/02/10 16:00:00+00,yes,2270,2026/02/13 20:00:00+00,e16d3f31-0ea9-44a9-8def-eec4da16d8b2
-118.455159287772,34.2098075815226,3203,Request Completed,03/04/25,Immediate Action,2025/02/12 21:18:00+00,"14761 Lull St, Van Nuys, CA, 91405","Pacoima Wash, left (east) bank, upstream (north) and downstream (south) of Keswick St. ",3,SPA 2,Los Angeles - Van Nuys,no,6,2025/03/04 16:00:00+00,yes,25,2025/03/04 20:00:00+00,da344896-62c6-47fb-be73-8cf975f9de54
-118.153341162104,34.0314355358277,3205,Request Completed,06/17/25,Non-Displacement,2025/02/18 15:02:00+00,"5218 East Beverly Boulevard, Los Angeles, CA, 90022",Alley behind 326 S Atlantic Blvd xst Beverly Blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/06/17 15:00:00+00,yes,10,2025/06/17 19:00:00+00,d2cefa00-8c20-4af5-8bd9-f42e49af4858
-118.181924924384,34.0226096203248,3206,Request Completed,06/18/25,Non-Displacement,2025/02/18 15:26:00+00,"949 South Bonnie Beach Place, Los Angeles, CA, 90023",Alley behind 955 S Bonnie Beach blvd xst Whittier blvd. ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/06/17 15:00:00+00,yes,5,2025/06/18 19:00:00+00,91a9b3e7-2470-4c3a-bdc0-a7b5f692eb32
-118.254538076283,33.9188398155494,3207,Request Completed,06/24/25,Non-Displacement,2025/02/18 16:38:00+00,"12511 South Central Avenue, Los Angeles, CA, 90059",12511 south Central ave xst 125th st. Service rd. ,2,SPA 6,Unincorporated - Willowbrook,yes,2,2025/06/24 15:00:00+00,yes,0,2025/06/24 19:00:00+00,355da6f7-c717-4d73-8968-bd0e5ad1cd3d
-118.144104807307,34.0138555193837,3208,Request Completed,06/17/25,Non-Displacement,2025/02/18 18:42:00+00,"5945 East Olympic Boulevard, Los Angeles, CA, 90022",North side of Olympic Blvd at Northside Dr. center median.,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/06/17 15:00:00+00,yes,10,2025/06/17 19:00:00+00,fc32ca4a-71ee-4717-aaa0-8d84458fd1b8
-117.929225824904,34.0682347544555,3209,Request Completed,02/28/25,Immediate Action,2025/02/18 19:08:00+00,"934 West West Covina Parkway, West Covina, CA, 91790","Encampments are located in Walnut Creek right of way, upstream right bank of California Ave, behind 934  W West Covina Pkwy, and are blocking access and maintenance works.",1,SPA 3,City of West Covina,yes,4,,yes,5,2025/02/28 20:00:00+00,dfcba073-2799-42f1-8fd1-33efea6adf84
-117.917945534073,34.1069174884124,3210,Request Completed,05/29/25,Full Encampment Protocol,2025/02/18 19:30:00+00,"16826 East Arrow Hwy, Covina, CA, 91722",16826 Lark Ellen,1,SPA 3,Unincorporated - Covina,yes,3,2025/05/27 15:00:00+00,yes,10,2025/05/29 19:00:00+00,dd7f2672-1c73-4694-bc0f-3691170dd3aa
-118.058275217422,33.9850066128916,3211,Request Completed,06/06/25,Immediate Action,2025/02/18 20:29:00+00,"11241 See Drive, Whittier, CA, 90606",11241 See Drive Alley.,4,SPA 7,Unincorporated - West Whittier/Los Nietos,yes,2,2025/06/24 15:00:00+00,prev_approved_activity_not_required,0,2025/06/06 19:00:00+00,f86aad3e-9278-4db6-88de-277ac62c8e4b
-118.54386013009,34.1950983368086,3212,Request Completed,03/13/25,Immediate Action,2025/02/18 21:24:00+00,"6837 Crebs Avenue, Reseda, CA, 91335","Aliso Creek Channel, left (east) bank, upstream (north) of Vanowen Street next to Crebs Avenue.",3,SPA 2,Los Angeles - Reseda,no,6,2025/03/13 15:00:00+00,yes,10,2025/03/13 19:00:00+00,f946c95d-bd47-4dc7-8fa7-6359777895b2
-118.012816617958,33.935061461654,3213,Request Completed,06/20/25,Non-Displacement,2025/02/19 16:48:00+00,"10802 Archway Drive, Whittier, CA, 90604",14950 Mulberry Dr xst La Mirada Blvd,4,SPA 7,Unincorporated - South Whittier,yes,1,2025/06/24 15:00:00+00,yes,1,2025/06/20 19:00:00+00,f0fd54c4-5e97-4959-bd20-4d431f4f22f6
-118.042605261731,33.9369160641313,3214,Request Completed,06/24/25,Non-Displacement,2025/02/19 19:47:00+00,"13545 Florence Avenue, Whittier, CA, 90605","13541 Florence Ave, Whittier, 90605.
PEH located on the sidewalk in front of AutoZone and the alley behind the AutoZone. ",4,SPA 7,Unincorporated - South Whittier,yes,4,2025/06/24 15:00:00+00,yes,15,2025/06/24 19:00:00+00,d60fda3f-af0c-4979-81e5-be83b078a4dd
-117.904330637942,33.9930695986153,3215,Request Completed,02/28/25,Immediate Action,2025/02/19 21:03:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 2/7/25.",1,SPA 3,City of Industry,yes,2,,yes,14,2025/02/28 20:00:00+00,8be29c4f-0d03-4f39-8f9c-9832019d5f15
-118.192000769575,34.036011356315,3216,Request Completed,05/23/25,Full Encampment Protocol,2025/02/19 21:19:00+00,"3513 East 1st St, Los Angeles, CA, 90063",3509 1st St xst Indiana St,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/06/10 15:00:00+00,prev_approved_activity_not_required,0,2025/05/23 19:00:00+00,5560245d-fbb5-4872-9b13-65d6d19453be
-118.010955844701,34.0998236265021,3217,Request Completed,02/26/25,Immediate Action,2025/02/19 21:22:00+00,"5401 Peck Road, Arcadia, CA, 91006","*Repeat Maintenance Cleanup* Various Encampments in continuous outreach areas: Peck Park Spreading Grounds, Santa Anita Wash - Live Oak Ave to Peck Park SG. Rio Hondo - 10 Fwy to Peck SG. Arcadia Wash - Lower Azusa. Previously cleaned up on 01/28-01/29.",5,SPA 3,City of Arcadia,yes,4,,yes,91,2025/02/26 20:00:00+00,e14ca627-9f8e-483f-843f-1c3586c082fa
-118.155716111576,34.0323080137686,3218,Request Completed,06/04/25,Full Encampment Protocol,2025/02/19 21:35:00+00,"327 South Woods Avenue, Los Angeles, CA, 90022",Across from 318 Woods Ave xst 3rd St,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/06/10 15:00:00+00,prev_approved_activity_not_required,0,2025/06/04 19:00:00+00,fdc6f19a-2488-42f0-8d7d-7b8f99676d18
-118.151897674753,34.0341525406103,3219,Request Completed,04/16/25,Full Encampment Protocol,2025/02/21 18:09:00+00,"245 South Atlantic Boulevard, Los Angeles, CA, 90022",245 South Atlantic Blvd ,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/04/15 23:00:00+00,yes,5,2025/04/16 19:00:00+00,e59ac3d9-834c-415b-9cea-50bee49d3c90
-118.387987737627,34.1436312896498,3220,Request Completed,03/05/25,Full Encampment Protocol,2025/02/21 17:49:00+00,"4137 Colfax Avenue, Studio City, CA, 91604","LA River, left bank (north) , upstream (west) of Colfax Ave. ",5,SPA 2,Los Angeles - Studio City,yes,2,2025/03/05 16:00:00+00,yes,3,2025/03/05 20:00:00+00,a1c2a8cf-85b4-4fe9-a24c-06e5e85de91e
-118.069118339822,34.0943726276974,3221,Request Completed,02/28/25,Immediate Action,2025/02/21 20:41:00+00,"9123 Blackley St, Temple City, CA, 91780","Encampment is located on Eaton Wash access road, upstream right bank of Encinita Ave behind PW yard at 5213 Encinita Ave, Temple city, and is blocking access.",5,SPA 3,City of Temple City,yes,1,,yes,1,2025/02/28 20:00:00+00,ef22da4e-d984-47e7-8e8f-0dd083fdef09
-118.241935670827,33.9557101588319,3222,Request Completed,05/22/25,Full Encampment Protocol,2025/02/21 21:33:00+00,"8904 Beach St, Los Angeles, CA, 90002",Beach St between 92nd St and 87th St.,2,SPA 6,Unincorporated - Florence-Firestone,yes,4,2025/07/08 15:00:00+00,prev_approved_activity_not_required,0,2025/05/22 19:00:00+00,bb4e8831-ca5d-4be5-8e83-4750011cb290
-118.179982212981,34.0421555955134,3223,Request Completed,03/28/25,Non-Displacement,2025/02/24 17:24:00+00,"3966 Hammel St, Los Angeles, CA, 90063",3966 Hammel St on the Hazard Ave side,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/03/28 15:00:00+00,yes,0,2025/03/28 19:00:00+00,fbafd5d8-e842-4942-b5f6-1f14f7841814
-118.18991923572,33.8931442423133,3224,Request Completed,05/23/25,Full Encampment Protocol,2025/02/24 18:37:00+00,"15416 South Williams Avenue, Compton, CA, 90221",15412 South Williamson Ave.,2,SPA 6,Unincorporated - East Rancho Dominguez,yes,2,2025/06/10 15:00:00+00,prev_approved_activity_not_required,0,2025/05/23 19:00:00+00,80cfaae1-1f1d-4b32-9b73-1c72f1480f65
-118.243527386684,33.981679917562,3227,Request Completed,08/05/25,Non-Displacement,2025/02/24 19:18:00+00,"1665 East 64th St, Los Angeles, CA, 90001",Walk way behind 1665 East 64th St. xst Converse. ,2,SPA 7,Unincorporated - Florence-Firestone,yes,2,2025/08/05 15:00:00+00,yes,5,2025/08/05 19:00:00+00,27cb9575-4429-4faa-a1be-bc1e75f2cf1c
-118.232292634846,33.9289438823446,3228,Request Completed,05/28/25,Full Encampment Protocol,2025/02/24 19:59:00+00,"2240 Imperial Hwy, Los Angeles, CA, 90059",Across from 2241 Imperial hwy xst Mona Blvd ,2,SPA 6,Unincorporated - Willowbrook,yes,2,2025/05/28 23:17:00+00,yes,5,2025/05/28 19:00:00+00,38d1a2a6-dbb1-4832-8db1-97c948e9e87a
-118.391187088879,33.9791489979147,3229,Request Completed,04/10/25,Immediate Action,2025/02/24 20:18:00+00,"-1 None, Culver City, CA, 90230",6072 w Centinela ave to 5309 Alla Rd,2,SPA 5,City of Culver City,no,25,2025/04/09 19:00:00+00,yes,360,2025/04/10 19:00:00+00,f6f7a059-27a7-4096-b6ed-8ca81706a455
-118.240362987884,33.9605445343969,3230,Request Completed,05/16/25,Full Encampment Protocol,2025/02/24 20:34:00+00,"8511 Holmes Avenue, Los Angeles, CA, 90001",Firestone Bl on Holmes Av. ,2,SPA 6,Unincorporated - Florence-Firestone,yes,2,2025/07/08 16:10:00+00,prev_approved_activity_not_required,0,2025/05/16 19:00:00+00,1fbc2e58-6863-4fcb-a6e2-ff12dcfe98b8
-118.169280757802,34.041005824716,3231,Request Completed,02/25/25,Full Encampment Protocol,2025/02/24 21:26:00+00,"414 North Ford Boulevard, Los Angeles, CA, 90022",410 N Ford Blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/02/25 16:00:00+00,yes,10,2025/02/25 20:00:00+00,286f1523-3aa6-4ff5-891e-e197c33c4241
-118.175015165017,33.9406592159141,3232,Request Completed,02/28/25,Immediate Action,2025/02/25 15:57:00+00,"5437 Tweedy Boulevard, South Gate, CA, 90280","Los Angeles River from Greenleaf Blvd. including Tweedy Blvd to Southern in the South Gate City Police Dept Jurisdiction With LASD.
",4,SPA 7,City of South Gate,no,20,2025/02/26 20:00:00+00,yes,240,2025/02/28 20:00:00+00,8b135fbe-e7b2-4e5d-a4d3-c4841823d72e
-118.459378260384,34.2267587918996,3233,Request Completed,03/06/25,Immediate Action,2025/02/25 16:44:00+00,"14943 Napa St, Panorama City, CA, 91402","Pacoima Wash, left (east) bank, downstream (south) of Parthenia St.",3,SPA 2,Los Angeles - Panorama City,no,8,2025/03/06 16:00:00+00,yes,20,2025/03/06 20:00:00+00,9b0d2831-998f-40b9-bc78-8ac72a69badd
-118.19262456371,34.0591554914391,3234,Request Completed,05/23/25,Full Encampment Protocol,2025/02/25 17:15:00+00,"1536 North Indiana St, Los Angeles, CA, 90063",1564 N Indiana xst Alcazar,1,SPA 4,Los Angeles - Boyle Heights,yes,2,2025/06/10 15:00:00+00,prev_approved_activity_not_required,0,2025/05/23 19:00:00+00,59426d74-5537-4fdf-a3ec-bf897c42c285
-118.027972974989,33.9432431473446,3235,Request Completed,06/06/25,Full Encampment Protocol,2025/02/25 21:01:00+00,"14163 Mulberry Drive, Whittier, CA, 90605",North west corner Mills and on Mulberry Dr. ,4,SPA 7,Unincorporated - South Whittier,yes,1,2025/06/24 15:00:00+00,prev_approved_activity_not_required,0,2025/06/06 19:00:00+00,7ed5155d-3aa2-440b-b5a8-b356c4f0a375
